date,sd,sgg,umd,1day,1day_yn,2day,2day_yn
2020-07-11,경상남도,거창군,거창읍,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,거창군,거창읍,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,거창군,거창읍,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,거창군,고제면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,거창군,고제면,2020-07-12,0.0,2020-07-13,1.0
2020-07-12,경상남도,거창군,고제면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,거창군,고제면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,거창군,남상면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,거창군,남상면,2020-07-12,0.0,2020-07-13,1.0
2020-07-12,경상남도,거창군,남상면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,거창군,남상면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,거창군,남하면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,거창군,남하면,2020-07-12,0.0,2020-07-13,1.0
2020-07-12,경상남도,거창군,남하면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,거창군,남하면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,거창군,마리면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,거창군,마리면,2020-07-12,0.0,2020-07-13,1.0
2020-07-12,경상남도,거창군,마리면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,거창군,마리면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,거창군,북상면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,거창군,북상면,2020-07-12,0.0,2020-07-13,1.0
2020-07-12,경상남도,거창군,북상면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,거창군,북상면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,거창군,신원면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,거창군,신원면,2020-07-12,0.0,2020-07-13,1.0
2020-07-12,경상남도,거창군,신원면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,거창군,신원면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,거창군,웅양면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,거창군,웅양면,2020-07-12,0.0,2020-07-13,1.0
2020-07-12,경상남도,거창군,웅양면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,거창군,웅양면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,거창군,위천면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,거창군,위천면,2020-07-12,0.0,2020-07-13,1.0
2020-07-12,경상남도,거창군,위천면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,거창군,위천면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,거창군,주상면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,거창군,주상면,2020-07-12,0.0,2020-07-13,1.0
2020-07-12,경상남도,거창군,주상면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,거창군,주상면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,개천면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,개천면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,개천면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,개천면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,거류면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,거류면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,거류면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,거류면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,고성읍,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,고성읍,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,고성읍,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,고성읍,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,구만면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,구만면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,구만면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,구만면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,대가면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,대가면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,대가면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,대가면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,동해면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,동해면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,동해면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,동해면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,마암면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,마암면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,마암면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,마암면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,삼산면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,삼산면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,삼산면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,삼산면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,상리면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,상리면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,상리면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,상리면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,영오면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,영오면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,영오면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,영오면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,영현면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,영현면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,영현면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,영현면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,하일면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,하일면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,하일면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,하일면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,고성군,회화면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,고성군,회화면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,고성군,회화면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,고성군,회화면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,남해군,고현면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,남해군,고현면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,남해군,고현면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,남해군,고현면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,남해군,남면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,남해군,남면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,남해군,남면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,남해군,남면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,남해군,남해읍,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,남해군,남해읍,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,남해군,남해읍,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,남해군,남해읍,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,남해군,삼동면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,남해군,삼동면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,남해군,삼동면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,남해군,삼동면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,남해군,서면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,남해군,서면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,남해군,서면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,남해군,서면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,남해군,설천면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,남해군,설천면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,남해군,설천면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,남해군,설천면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,남해군,이동면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,남해군,이동면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,남해군,이동면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,남해군,이동면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,사천시,곤명면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,사천시,곤명면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,사천시,곤명면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,사천시,곤명면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,사천시,곤양면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,사천시,곤양면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,사천시,곤양면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,사천시,곤양면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,사천시,서포면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,사천시,서포면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,사천시,서포면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,사천시,서포면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,사천시,용현면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,사천시,용현면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,사천시,용현면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,사천시,용현면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,사천시,정동면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,사천시,정동면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,사천시,정동면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,사천시,정동면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,산청군,금서면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,산청군,금서면,2020-07-12,1.0,2020-07-13,0.0
2020-07-12,경상남도,산청군,금서면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,산청군,금서면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,산청군,단성면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,산청군,단성면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,산청군,단성면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,산청군,단성면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,산청군,산청읍,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,산청군,산청읍,2020-07-12,1.0,2020-07-13,0.0
2020-07-12,경상남도,산청군,산청읍,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,산청군,산청읍,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,산청군,삼장면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,산청군,삼장면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,산청군,삼장면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,산청군,삼장면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,산청군,생비량면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,산청군,생비량면,2020-07-12,1.0,2020-07-13,0.0
2020-07-12,경상남도,산청군,생비량면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,산청군,생비량면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,산청군,생초면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,산청군,생초면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,산청군,생초면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,산청군,생초면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,산청군,시천면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,산청군,시천면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,산청군,시천면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,산청군,시천면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,산청군,신등면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,산청군,신등면,2020-07-12,1.0,2020-07-13,0.0
2020-07-12,경상남도,산청군,신등면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,산청군,신등면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,산청군,신안면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,산청군,신안면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,산청군,신안면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,산청군,신안면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,산청군,오부면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,산청군,오부면,2020-07-12,1.0,2020-07-13,0.0
2020-07-12,경상남도,산청군,오부면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,산청군,오부면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,산청군,차황면,2020-07-11,1.0,2020-07-12,0.0
2020-07-11,경상남도,산청군,차황면,2020-07-12,1.0,2020-07-13,0.0
2020-07-12,경상남도,산청군,차황면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,산청군,차황면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,진주시,금곡면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,진주시,금곡면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,진주시,금곡면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,진주시,금곡면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,진주시,금산면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,진주시,금산면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,진주시,금산면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,진주시,금산면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,진주시,내동면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,진주시,내동면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,진주시,내동면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,진주시,내동면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,진주시,명석면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,진주시,명석면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,진주시,명석면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,진주시,명석면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,진주시,문산읍,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,진주시,문산읍,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,진주시,문산읍,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,진주시,문산읍,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,진주시,미천면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,진주시,미천면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,진주시,미천면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,진주시,미천면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,진주시,상봉동,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,진주시,상봉동,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,진주시,상봉동,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,진주시,상봉동,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,진주시,수곡면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,진주시,수곡면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,진주시,수곡면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,진주시,수곡면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,진주시,진성면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,진주시,진성면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,진주시,진성면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,진주시,진성면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,진주시,초장동,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,진주시,초장동,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,진주시,초장동,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,진주시,초장동,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,진주시,판문동,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,진주시,판문동,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,진주시,판문동,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,진주시,판문동,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,통영시,광도면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,통영시,광도면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,통영시,광도면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,통영시,광도면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,통영시,도산면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,통영시,도산면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,통영시,도산면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,통영시,도산면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,통영시,미수동,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,통영시,미수동,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,통영시,미수동,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,통영시,미수동,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,통영시,봉평동,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,통영시,봉평동,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,통영시,봉평동,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,통영시,봉평동,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,통영시,산양읍,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,통영시,산양읍,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,통영시,산양읍,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,통영시,산양읍,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,통영시,용남면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,통영시,용남면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,통영시,용남면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,통영시,용남면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,통영시,정량동,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,통영시,정량동,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,통영시,정량동,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,통영시,정량동,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,하동군,고전면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,하동군,고전면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,하동군,고전면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,하동군,고전면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,하동군,북천면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,하동군,북천면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,하동군,북천면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,하동군,북천면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,하동군,악양면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,하동군,악양면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,하동군,악양면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,하동군,악양면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,하동군,양보면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,하동군,양보면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,하동군,양보면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,하동군,양보면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,하동군,옥종면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,하동군,옥종면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,하동군,옥종면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,하동군,옥종면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,하동군,적량면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,하동군,적량면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,하동군,적량면,2020-07-13,0.0,2020-07-14,0.0
2020-07-13,경상남도,하동군,적량면,2020-07-14,0.0,2020-07-15,0.0
2020-07-10,경상남도,하동군,진교면,2020-07-11,0.0,2020-07-12,0.0
2020-07-11,경상남도,하동군,진교면,2020-07-12,0.0,2020-07-13,0.0
2020-07-12,경상남도,하동군,진교면,2020-07-13,0.0,2020-07-14,0.0
